"Emails","Como você avalia a sua experiência na tela de Personalização de Ofertas?","","","","","Qual o motivo da sua nota?","Timestamp","URL","Country","Device","OS","Browser","Visitor Attributes"
"","Muito Insatisfeito","Insatisfeito","Neutro","Satisfeito","Muito Satisfeito","",""
"n/a","","","","Y","","varias opções na mesma tela","24/09/24 11:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/oT9hA4xoBgkrNr8Vnx9GBQ/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Praticidade","24/09/24 11:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/XM_yyji5AUZ_1NQ_ZXavQg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 11:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4FibDFlhEeDn7KYLTgHGZA/1/6/1","","","","",""""""
"n/a","Y","","","","","simplificou","24/09/24 11:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/CbehSfnlVAf+U3CtEwRq7A/3/0/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 11:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/RwGzi3DscqGkW4bYVOol3w/1/1/1","","","","",""""""
"n/a","","","","","Y","","24/09/24 11:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/VGbcX0Z34tiN7BSDCPdaHA/5/3/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","","Y","dispensa comentario","24/09/24 11:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4Fsz7Vo7tR7aZ8byd_PtqA/1/0/1","","","","",""""""
"n/a","","","","Y","","","24/09/24 11:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/pvlGKRkEV1TAOQvUPtqjog/1/1/1","","","","",""""""
"n/a","","","","","Y","","24/09/24 11:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/sN_k9Xs8E555nLONXxbB3Q/1/1/1","","","","",""""""
"n/a","","","Y","","","","24/09/24 11:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/xf+ddpEUTZx8Nu5gtZRunw/1/5/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","ok","24/09/24 11:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/TjYmvY2Pn4_YiorRMyM9mQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","sempre aparece o valor da oferta mais alta, temos ue ficar procurando a mais em conta, fora que quando entramos na cotação sempre nos joga na Mitsui e temos que voltar novamente para entrar na oferta correta","24/09/24 11:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/zFSqdCZHpA8bNWOF9tYMCw/6/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","Facilidade ","24/09/24 11:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8AOMtQhkOy8Iz1YrXs8Dlg/1/0/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/01p0BAQQgBww4tmMPIik1A/1/1/1","","","","",""""""
"n/a","","","","","Y","9","24/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3ZikU32Q8NKuAifnGe6MqA/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","24/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lq_JiJNR0Lzs1VkamMvrkA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","localização","24/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/GBBP1RuUcvnw6YFvl_oKOg/6/22/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","24/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/XhV+763eDzgvK0mFsCqL5Q/5/2/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dSVmutQHIVKeRgjJQjjO1Q/1/1/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/BnQhhOhu8dZUzcnFZPuVlg/1/0/1","","","","",""""""
"n/a","","","Y","","","","24/09/24 11:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/R1rytgjQJyv9aOZ+1qF8Sg/1/0/1","","","","",""""""
"n/a","Y","","","","","toda hora troca , e não fica funcional ","24/09/24 11:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/mGDcDIySFd8_1+ROn1heqg/3/0/1","","","","",""""""
"n/a","","Y","","","","acho confuso todas as opçoes juntas ","24/09/24 11:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/0UWxxiYQncDwYGsxNOH5mw/1/0/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 11:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1JH9hr08QAs2lRy8qUb9vg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 11:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/_UrIycVMhHHDhs4Tin2iGw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","Tela muito extensa, poderiam fazer uma tela mais curta , para ficar de fácil visualização as coberturas
Muito ruim rolar tanto a tela","24/09/24 11:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/FfpVgtwGp_fDXx+5tOsoKw/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","as vezes quando aplicamos o desconto mas precisamos voltar, o desconto desaparece de sistema, fazendo-se necessário nova negociação com a Ger Comercial","24/09/24 11:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UVYX2QnzZp0ud638EMV2cw/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","24/09/24 11:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Kzms4feOT3b47sYH5U0iAg/6/15/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","24/09/24 11:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5cm+8L4h+Bsr3BeSzFFIbA/8/0/1","","","","",""""""
"n/a","","","","","Y","","24/09/24 11:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/zX9As3weuGxPP6moqSw63g/1/0/1","Brazil","Other","Windows","Firefox",""""""
"n/a","","Y","","","","Nada pratico e muito feio","24/09/24 11:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/k_9s1fI6OS_nT98uwB9CfA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","24/09/24 11:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Bb1aHzUx7z8iyi4HFdOMEQ/1/1/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 11:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ryyXA8wO9Ak7wXIXzwxM2Q/2/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 11:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/VhVRnYdJAqOgQiq7Le2qoQ/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","","24/09/24 11:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/Sv4IKcizTAfTk8RJxrI8Tg/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","otimo","24/09/24 11:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/wJ7ySxeJUojlPZNb99_Sbw/1/4/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 11:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/9JpJIpHJki_GmdOwnHlgEA/1/0/1","","","","",""""""
"n/a","Y","","","","","sem coimentarios","24/09/24 10:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qGhXpiWENOMF9js82RTbzQ/6/5/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 10:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/N6yqQuFoRqdEK3rTTqcgNw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","24/09/24 10:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ZJOJ3CS8roPae24idFG9Lw/1/1/1","","","","",""""""
"n/a","Y","","","","","Prático","24/09/24 10:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/KqjMTecheg6Ahdw8Lki1ag/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/JNFCkQuirHClZH0yEbjTKA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","Está bem prático.","24/09/24 10:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/7sK56WNFghcaOME1U2OBKw/1/8/1","","","","",""""""
"n/a","","","","","Y","ok","24/09/24 10:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/29veMN2ROYMCNN0BOuwhdQ/1/0/1","","","","",""""""
"n/a","","","Y","","","","24/09/24 10:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/KqrzuQ4+ZSY6qA+0gaIQ9A/1/0/1","","","","",""""""
"n/a","","","Y","","","não entendi
","24/09/24 10:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/IQyW4I16futWwZXqNWTPmw/8/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","24/09/24 10:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/zHUI8jaSA5OJ2JHKdxryIg/2/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","acredito que o sistema pode ser melhorado pois é muito confuso e muitas vezes temos que sair e limpar os dados de navegacao e ainda assim nao conseguimos acessar
","24/09/24 10:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/yDXT3Y0_56+rpcEhL+W74A/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dDtRyfF7UJT5jMvV8D8liw/5/6/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","Nada a constar","24/09/24 10:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5mZqk0XjSBDUnYU79625UA/1/0/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 10:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/tTo0KysoHqpcIdyIwArkyw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/NwrnlM5NchjfbGuZEMydOw/1/1/1?modal=gerarpdf","","","","",""""""
"n/a","Y","","","","","","24/09/24 10:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/szPFgj3lgGpvYHVZ0jP2AQ/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","24/09/24 10:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/YIw2MAzM1jCHionEx3kf0w/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","24/09/24 10:50","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/xRV2gJEbIsoquJtTB4jisQ/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","24/09/24 10:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/vO8Vstxgb9isgA3ZOMfpaA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","otimo
","24/09/24 10:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qQvOFzjA8V00hkGs1a8nOA/4/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","24/09/24 10:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jmjBZ05BdxlJ3Gy11fmm7Q/1/3/1","","","","",""""""
"n/a","","","Y","","","acho ainda muito extensa.","24/09/24 10:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/gBxdwwy_2bAk2Sd_ir5APQ/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","eficaz
","24/09/24 10:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3TBNsq4ujU+iDzwLUQ1OAA/3/0/1","","","","",""""""
"n/a","","","","","Y","","24/09/24 10:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/IMY95PSkvFIXRVGVWYZUIQ/1/0/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 10:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/P_s_Y4AvEekosB7Wm6EfOg/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","24/09/24 10:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6v_hccVf27STb3sNlb4A9w/4/0/1","","","","",""""""
"n/a","Y","","","","","ok","24/09/24 10:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/0fBHl0CYHQwipyiRm6GvNg/5/0/1","Brazil","Mac","Mac OS X","Chrome",""""""
"n/a","","","","","Y","FACILIDADE ","24/09/24 10:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/yE_FD7Ehm1k1ov0vRScs6g/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","24/09/24 10:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/vTg2bGj6LX3fc_wm5d0u7Q/3/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","24/09/24 10:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/VskP5YJshV2zazmJxspYCQ/1/1/1?modal=gerarpdf","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","pouco prático, não permite a impressao comparativa das seguradoras e mesmo individualmente baixa duas versões da mesma seguradora,","24/09/24 10:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/F4n7xWfZ76I+xWTvJnUUZw/1/1/1","","","","",""""""
"n/a","Y","","","","","Sistema ruim... Trava toda hora, sempre da erro. Nunca conseguimos cotar e transmitir. Perde muito tempo...","24/09/24 10:44","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/e9GljWAKKmE4pdWsOxYtpA/6/14/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","24/09/24 10:44","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/xfXr7diksRofdFEUzFC2sA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:44","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/TBMuwaAR5HcfXbFDOb0TcA/1/0/1","","","","",""""""
"n/a","","","Y","","","","24/09/24 10:44","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/xGPzYmqK2aixBvP+fgXRVg/6/0/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 10:43","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/IfgfddOoYY_qhN3UIeDofQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","24/09/24 10:42","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ty7AFez7EUkitFmAfBHwpQ/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:42","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4si0iy9dmaWIWFdIq38jxg/5/2/1","","","","",""""""
"n/a","","","","","Y","excelente","24/09/24 10:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5UIE81LPenAPOkzVcP9CPA/2/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lLoIPzefYnzK7KOkV7qWAg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","5","24/09/24 10:40","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8RCmNPQ1I6OPpIba2jDXzw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","24/09/24 10:40","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/GCaUYUxvOLrNoIKgWr_sXg/6/0/1","","","","",""""""
"n/a","","","","Y","","SATISFACAO","24/09/24 10:40","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/S6V6NLI4kzyRR06JzJi0XA/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","24/09/24 10:39","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/LXuUQdFYn6cMrTFtSLg1Sw/3/0/1","","","","",""""""
"n/a","","","Y","","","SEM COMENTÁRIOS.","24/09/24 10:39","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6eVEbnvTU05SZxYpw8KuJg/1/4/1","","","","",""""""
"n/a","Y","","","","","excelencia","24/09/24 10:39","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/GwvTiIle7EqR6DTV1QIqdg/3/0/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 10:38","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/k7q2ya7S1R5ruR4cOnJ5mw/5/0/1","","","","",""""""
"n/a","","Y","","","","quando atualizar deveria já alterar os dados de coberturas e perfil, cep em todas as seguradoras, pois podemos passar errado .","24/09/24 10:38","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/cD3LEsCogWRg+Y+0+b2hNw/1/1/1","","","","",""""""
"n/a","","","","","Y","","24/09/24 10:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5gffcvPzZY24GeMQ4LSjsw/1/1/1","","","","",""""""
"n/a","","","Y","","","","24/09/24 10:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/NVGHvcxiyJy1CpJw1I6DYQ/1/0/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 10:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/olc4RvbjN0fzDTxzf2AKhQ/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","Meio confuso, principalmente para gerar PDF, deveria ter uma tabela com as cias selecionadas, não gerar a cotação de forma individual. 
","24/09/24 10:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Vh9abiFmc3p0lw3W1mUWCQ/2/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","Y","","","","","24/09/24 10:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/u0b3B_8X_nfyYFPBxycOlQ/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","Deveria conseguir salvar as opções em unico pdf","24/09/24 10:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/S9K2G4K_pYBUsBRnPjL70Q/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/AhUem0+vh18vOJKrun5M3w/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","24/09/24 10:33","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/0nSapBhKMOtBqXfrEmy6cA/4/1/1","Brazil","Other","Windows","Firefox",""""""
"n/a","","Y","","","","Na opçao de EDITAR COBERTURAS num geral, deveria ter a opçao p/ editar franquia, isso facilitaria muito na hora de todas as cotaçoes airem iguais.
Ja haviamos sugerido isso ano passado quando mudou o portal, mas não fomos ouvidos. ","24/09/24 10:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/kmbK0jmlcNrFmMQlYp_nXw/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","24/09/24 10:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8T4v+90xMZFw+m6V89TEcw/3/0/1","","","","",""""""
"n/a","","","","Y","","","24/09/24 10:31","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/go5ulrhZ7iTyq6YYqXln_w/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:31","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qWMH9GMgHa14JY06T11eQw/1/1/1","","","","",""""""
"n/a","","Y","","","","sistema muito confuso","24/09/24 10:30","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1pEo3+Crk6nc_rwLYy80Rw/4/0/1","","","","",""""""
"n/a","","","","Y","","Não sou obrigado a nada","24/09/24 10:30","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/uuKWAMIf_fZhk5Bu4eYO4Q/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","24/09/24 10:30","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/CwB+IjmDMqTMUNvF7N4V8Q/3/0/1","","","","",""""""
"n/a","","Y","","","","","24/09/24 10:29","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6hL7mfZvHmNOTTjUUbqvow/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","Site funcionando","24/09/24 10:29","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8rUfpne7HCEjABIeKWcASg/3/4/1","","","","",""""""
"n/a","","","","Y","","","24/09/24 10:28","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3FoI6zlxXbiNmS9fiI6xgQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","Achei muito pratico e objetivo!","24/09/24 10:28","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/2qg33foOFRqf0+dwYacgJg/6/9/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","24/09/24 10:28","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/JoiLnHueNmgrVPkLs49FPQ/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","","24/09/24 10:27","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/s10TVr1ytBVYo5gX4LAZcg/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","24/09/24 10:27","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/H+x6B_qQayybpjqUC4BtHg/5/0/1","","","","",""""""
"n/a","","","","Y","","","24/09/24 10:27","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/q+ueSaAJphJx_QNRvQs0Vw/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","nunca dou nota dez, assim vocês estão sempre atuandopara a melhora","24/09/24 10:26","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/AncYBYstfBfz3VvkonIvGQ/3/0/1","","","","",""""""
"n/a","Y","","","","","bom","24/09/24 10:26","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ckQLRQtcNlYC5l6QnmpI3g/3/3/1","","","","",""""""
"n/a","","Y","","","","","24/09/24 10:26","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/OJ9lZiPlfw+YoiC36LgJlA/6/15/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:25","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/c6rWjfxqWx6XRTcwT8NPaw/1/0/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 10:25","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/P_s_Y4AvEekosB7Wm6EfOg/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","24/09/24 10:24","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/C95pujMO06avfGyyiKp8Gw/1/1/1","","","","",""""""
"n/a","","","","Y","","","24/09/24 10:24","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1oGy_obYzOGDIDGzD2DSPQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","Precisa melhor em alguns detalhes como: Fazer as alterações em apenas uma seguradora, servindo para todas; Calcular em uma seguradora valendo para todas; Os acertos apenas que você desejar;","24/09/24 10:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/WAKjR8pGqaQ2TSDnjT0wDg/1/1/1","","","","",""""""
"n/a","","","","","Y","","24/09/24 10:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/GuswNyaMU3QPZ2xSXYwL3Q/1/6/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","",",","24/09/24 10:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/MHRkyoVLu8PgdFZkadMC_Q/1/2/1?modal=gerarpdf","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Opção de alterar todas as ofertas deveriam abrir todos os campos para editar, dependento da opção é necessário editar  individualmente","24/09/24 10:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/Zos9PM+uJZ_Bt8JDPOTv8A/0","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","24/09/24 10:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/2W_PsrE9nnJpGdUAoQtT4g/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","","24/09/24 10:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/iMePwQLph0BSRAMwJSrg1g/1/3/1","","","","",""""""
"n/a","","","","Y","","","24/09/24 10:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/NFjnoBuy_GtV6V8_ed_Afg/1/1/1","","","","",""""""
"n/a","Y","","","","","","24/09/24 10:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/FY9jVwI2a5bvH2NiCOpxDQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
